Ad Concatenation,Ad type,Final URL,Headline 1,Headline 2,Headline 3,Description,Description 2,Path 1,Path 2,Auto-applied ad suggestion,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Category,Ad group,Status,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
Blueboard Retirement Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Retirement Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Retirement,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Retirement&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Retirement,Approved,0,7,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Celebrate,Employees,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Celebrate%20Employee&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Celebrate Employee,Approved,0,3,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Awards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Awards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Employee%20Awards&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Employee Awards,Approved,1,27,3.70%,8.85,8.85,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Gifts,Approved,34,623,5.46%,1.43,48.62,0,0.00,0.00%
"Blueboard Spiff Rewards;Spiffs That Crush Quotas;A Better Way to Reward Talent;Cash Bonuses Aren't Motivating, Crush Quotas with Exciting Blueboard Experiences.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Spiff Rewards,Spiffs That Crush Quotas,A Better Way to Reward Talent,"Cash Bonuses Aren't Motivating, Crush Quotas with Exciting Blueboard Experiences.","Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Spiffs&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Spiffs,Approved,0,10,0.00%,--,0.00,0,0.00,0.00%
Employee Anniversary Gifts;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Employee Anniversary Gifts,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Anniversary,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Anniversary,Approved,48,548,8.76%,3.27,156.79,3,52.26,6.25%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Retirement,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Rewards&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Retirement,Approved,3,37,8.11%,2.88,8.65,0,0.00,0.00%
"Blueboard Experiential Rewards;Engage Your Remote Workforce;Tips for Your Remote Workforce;Show Appreciation and Recognize the Efforts of Remote Employees through Blueboard Rewards.;They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",Expanded text ad,https://www.blueboard.com/blog/rewarding-remotely-tips-for-celebrating-your-remote-employees,Blueboard Experiential Rewards,Engage Your Remote Workforce,Tips for Your Remote Workforce,Show Appreciation and Recognize the Efforts of Remote Employees through Blueboard Rewards.,"They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",remote,rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=remote&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,remote,Approved,0,8,0.00%,--,0.00,0,0.00,0.00%
"Blueboard Employee Rewards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Rewards&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Rewards,Approved,0,4,0.00%,--,0.00,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Recognition,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Referral&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Recognition,Approved,115,3207,3.59%,3.13,360.20,1,720.40,0.43%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Perks,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Perks&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Perks,Approved,36,745,4.83%,2.90,104.42,1,104.42,2.78%
Blueboard Sales Awards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Sales Awards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Sales-Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Sales%20Award&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Sales Award,Approved,6,199,3.02%,6.86,41.13,1,82.26,8.33%
"Blueboard Employee Awards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Awards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Bonus&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Bonus,Approved,0,6,0.00%,--,0.00,0,0.00,0.00%
"Engage Millennials at Work;Blueboard Experiential Rewards;Personal and Memorable Rewards;Skip the Gift Cards or Cash. Thank Your Employees with Unique and Memorable Experiences.;They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",Expanded text ad,https://www.blueboard.com/blog/5-ways-to-prepare-your-workplace-for-millennials,Engage Millennials at Work,Blueboard Experiential Rewards,Personal and Memorable Rewards,Skip the Gift Cards or Cash. Thank Your Employees with Unique and Memorable Experiences.,"They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",employee,rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=millennials&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,millennials,Approved,51,1068,4.78%,3.08,156.90,0,0.00,0.00%
"Blueboard Referral Program;Personalized Incentive Ideas;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Referral Programs to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/employee-referral-incentives,Blueboard Referral Program,Personalized Incentive Ideas,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Referral Programs to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Referral&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Referral,Approved,20,566,3.53%,3.08,61.55,0,0.00,0.00%
Employee Birthday Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Employee Birthday Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Birthday-Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Employee Birthday,Approved,1,18,5.56%,1.71,1.71,0,0.00,0.00%
Blueboard Bonus Program;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Bonus Program,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Bonus,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Bonus&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Bonus,Approved,1,2,50.00%,2.53,2.53,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Incentives,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Incentive,Approved,14,110,12.73%,5.02,70.31,0,0.00,0.00%
Employee Appreciation Gifts;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Employee Appreciation Gifts,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Appreciation,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Appreciation,Approved,83,1046,7.93%,3.26,270.37,3,90.12,3.61%
"Employee Appreciation Ideas;Blueboard Employee Rewards;Reward with Blueboard;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Employee Appreciation Ideas,Blueboard Employee Rewards,Reward with Blueboard,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Appreciation,Approved,10,276,3.62%,1.88,18.84,0,0.00,0.00%
"Blueboard Employee Awards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Awards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Bonus&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Bonus,Approved,0,10,0.00%,--,0.00,0,0.00,0.00%
Employee Anniversary Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Employee Anniversary Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Anniversary,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Anniversary,Approved,5,61,8.20%,2.44,12.22,0,0.00,0.00%
